Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,2023/05,05/26/2023 15:10,Seattle,WA,USA,Oval,"East heading away from Seattle, quarter Mile above land.",Y,,
Open,2023/05,05/26/2023 12:30,Bradenton,FL,USA,Unknown,There were 50 or more metallic objects that were small and high near the cloud and moved in an odd formation together,Y,,
Open,2023/05,05/26/2023 10:23,Henderson,NV,USA,Circle,Observed a round metallic object with bright flashing red light (like a welder's torch) 3-5 miles away with two white orbs.,,,
Open,2023/05,05/26/2023 00:05,phoenix,AZ,USA,Circle,Green and red flying object while looking west from my kitchen window making odd moves,,,
Open,2023/05,05/25/2023 23:30,Mosinee,WI,USA,Light,Brightest Light in Night Sky Flies and Fades,Y,,
Open !,2023/05,05/25/2023 23:30,Long Point,ON,Canada,Other,Large object with rounded edges that bent light from stars,,,
Open,2023/05,05/25/2023 22:43,Taunton,Somerset,United Kingdom,Circle,"It was going too fast for a plane, not fast enough to be a shouting star, no flashing was like a solid white light",Y,,
Open,2023/05,05/25/2023 22:18,Laconia,NH,USA,Light,Large as bright as Venus and moving fairly quickly then the light turned off,Y,,
Open,2023/05,05/25/2023 22:00,Lethbridge,AB,Canada,Light,4 lights moving around erratically,,,
Open,2023/05,05/25/2023 21:40,Bloomsburg,PA,USA,Orb,No noise no flashing lights very bright disappears,,,
Open,2023/05,05/25/2023 21:09,Tower City,PA,USA,Cigar,It was fast,Y,,
Open,2023/05,05/25/2023 19:56,Hope,ID,USA,Cigar,"A cigar shaped very illuminated yellow white and iridescent light ship traveling rapidly to the south west, coming out of the north.",Y,,
Open,2023/05,05/25/2023 19:26,Liberty,UT,USA,Cigar,I was recording lightning and played it back and saw something fly through the lightning as it flashed,Y,,
Open,2023/05,05/25/2023 16:38,Shrewsbury,PA,USA,Sphere,Sphere seen stationary then departed at a high speed. (unknown height or distance),Y,,
Open,2023/05,05/25/2023 12:29,Hillsboro,OR,USA,Light,"A weird white speck of light moving erratically with no momentum or pattern as to which it flew, it was very very fast",,,
Open,2023/05,05/24/2023 21:49,Mansfield,OH,USA,Light,Seen bright light in the sky due north west,Y,,
Open,2023/05,05/24/2023 21:30,Ramsgate,Kent,United Kingdon,Orb,A ball of light flying in a straight line from north to south on the east side of the moon no trail and then slowly blinking out.,,Satellite?,
,2023/05,,,,,,,,,
Open,2023/04,04/30/2023 21:29,Homestead,,Unspecified,Cigar,The object couldn't have been a meteor because of its long duration in the sky. The object was bright orange but didnt light up the sky,,,
Open,2023/04,04/30/2023 20:30,Miami Beach,FL,USA,Fireball,I was walking south on the beach from 69th and turned around to see the half moon shaped craft going faster than anything I ever saw,Y,Rocket,
Open,2023/04,04/30/2023 20:30,Hypoluxo,FL,USA,Other,"Bowl-like large shape moving east, the bottom of ""bowl"" leading followed by a long, wide, ribbon-like plume.",,Rocket,
Open,2023/04,04/30/2023 20:30,Punta Gorda,FL,USA,Circle,A round ball traveling south at a fast rate of speed. It looked like an orb that I have seen on many UFO documentaries.,,,
Open,2023/04,04/30/2023 20:30,Charleston,SC,USA,Orb,Moving slowly in a straight line,,Rocket,
Open,2023/04,04/30/2023 20:30,Sebring,FL,USA,Circle,8:30 pm seen a white trail of a moon like object that just appeared with red blinking lights n disappeared,Y,,
Open,2023/04,04/30/2023 20:29,Pembroke Pines,FL,USA,Fireball,Ball of heat with a rounded cone shape heading east with an orange trail.,Y,Rocket,
Open,2023/04,04/30/2023 20:25,Hobe Sound,FL,USA,Fireball,Fireball,Y,Rocket,
Open,2023/04,04/30/2023 20:25,Fort Worth,TX,USA,Unknown,Looked like an airplane floating,,,
Open,2023/04,04/30/2023 20:15,Chiefland,FL,USA,Circle,Large orange light source faded out in less 3 seconds,,,
Open,2023/04,04/30/2023 19:40,Stuart,FL,USA,Cylinder,Object falling sky and then changing direction,,,
Open,2023/04,04/30/2023 18:30,Lara,Victoria,Australia,Changing,Moving object that changed speeds and shape,Y,,
Open,2023/04,04/30/2023 18:02,Pittsfield,IL,USA,Triangle,"I’m an amateur photographer, and was noting how cool the hole in the sky look when I saw 3 faint lights in the clouds, keeping form",Y,,
Open,2023/04,04/30/2023 17:01,Calgary,AB,Canada,Circle,Silver round object traveled very fast,,,
Open,2023/04,04/30/2023 16:50,Nevada,TX,USA,Sphere,"Sphère travelling at high rate of speed, less than 1000 ft alt, no sound, heading 200 degrees",,,
Open,2023/04,04/30/2023 15:30,West Bloomfield,MI,USA,Orb,Black orb/round object flying straight line from west,,,
Open !,2023/04,04/30/2023 14:00,Alma,CO,USA,Rectangle,"Daytime, low flying object",,,
Open,2023/04,04/30/2023 05:52,Hobart,Tasmania,Australia,Changing,Thought we saw a drone that appeared and descended and hovered in virtually in same spot for 45mins-1hn,Y,,
Open,2023/04,04/30/2023 03:40,Downers Grove,IL,USA,Light,"Silent,bright intermittent WHITE light - on /off but not strobing- white light on object moving from west to east @~10,000 ft",,,
Open,2023/04,04/30/2023 02:30,Jones,OK,USA,Orb,Saw bright white orbs appearing and disappearing in the sky to our north east.,Y,,
Open,2023/04,04/30/2023 02:22,Concord,NH,USA,Oval,Looked up after grabing a soda from my car,Y,,
Open,2023/04,04/30/2023 00:18,Alvin,TX,USA,Circle,Light that stayed still and darted to the distance,,,
Open,2023/04,04/29/2023 23:20,Parkville,KS,USA,Unknown,Hovering drone-like objects with bright lights,,,
Open,2023/04,04/29/2023 20:20,Augusta,GA,USA,Orb,It was like a ball of light that moved fast and disappeared into the clouds,Y,,
Open,2023/04,04/29/2023 20:06,El Mirage,AZ,USA,Circle,We witnessed a large cluster of objects moving towards us and spreading out as they came closer with several flying around others,Y,,
Open,2023/04,04/29/2023 19:30,Charlotte,NC,USA,Sphere,Observed spherical dark colored object moving in a NNE direction very slowly,,,
Open,2023/04,04/29/2023 05:30,Coal harbour,BC,Canada,Circle,Remote area,Y,,
Open,2023/04,04/29/2023 03:00,Tonawanda,NY,USA,Changing,Spotted 2 anomaly around 3 am below the cloud overcast (raining in our area). UFO/UAP seemed to change colors and shapes.,Y,,
Open,2023/04,04/29/2023 01:00,PRESCOTT VALLEY,AZ,USA,Light,"lights that move in arcs horizontally, 1 to 5 lights moving independently but stay near each other, group drifts W to E over hours",Y,Starlink,
Open !,2023/04,04/28/2023 20:56,Saugerties (Malden),NY,USA,Disk,I took off when the craft looked like it was turning around!,Y,,
Open,2023/04,04/28/2023 20:55,Milwaukee,WI,USA,Circle,"A light approximately twice the magnitude of Venus appeared due South, unmoving and held position until vanishing 30s later.",,,
Open,2023/04,04/28/2023 05:00,Woodland,WA,USA,Light,Ball of light that flew overhead across the sky at a steady speed,Y,,
Open,2023/04,04/28/2023 02:15,Cheyenne,WY,USA,Egg,Three hovering objects,,,
Open,2023/04,04/27/2023 22:59,Losantville,IN,USA,Triangle,Large craft with multiple circular lights.,,,
Open,2023/04,04/27/2023 22:37,,Franz Josef,New Zealand,Other,2 or 3 long tails of light spotted,Y,,
Open,2023/04,04/27/2023 21:50,Covington,LA,USA,Circle,Hundreds of flying objects hovering over my car through the sky,,,
Open,2023/04,04/27/2023 21:30,Coeburn,VA,USA,Light,We can't explain what this unknown light was.,Y,,
Open !,2023/04,04/27/2023 21:00,Las Vegas,NV,USA,Light,"6 Golden Lights flashing Red, Blue, Green, Hovering over NW Desert near Golf Coarse / Creech AFB",Y,,
Open !,2023/04,04/27/2023 20:30,Portland,OR,USA,Light,Portland lights,Y,,
Open,2023/04,04/27/2023 15:34,Chino Valley,AZ,USA,Sphere,"It was stationary in the skyline approximately somewhere above 30 thousand feet, bright, silver, and no identifying markers or lights.",Y,,
Open,2023/04,04/27/2023 11:50,Lacey,WA,USA,Circle,I was on the free way and seen something out side my side window and it was a circle shape flying and than disappeared,,,
Open,2023/04,04/27/2023 09:30,Lansing,MI,USA,Changing,"Ok,going to bank,blue sky,no clouds,big x from jet planes in sky,took alot of photos,then decided to zoom in on x,saw UFO'S,so I record",Y,Camera Anomaly,
Open,2023/04,04/27/2023 04:20,Bendigo,Victoria,Australia,Changing,bright star light that was changing colour to red on and off very slowly then it went off on a very fast angle then many other objects,,,
Open,2023/04,04/27/2023 03:09,Crawford,CO,USA,Sphere,Saw a flash then a spear moving to the Northeast from the southwest then exploding with hardly any trail and there's a red explosion,,,
Open,2023/04,04/27/2023 02:51,Albuquerque,NM,USA,Fireball,See video,Y,,
Open,2023/04,04/27/2023 02:50,Fruita,CO,USA,Fireball,Seen flying in a northeastern direction. From the colorado national monument towards Mt Garfield about Mesa County Colorado.,,Meteor?,
Open,2023/04,04/27/2023 00:00,Woodstock,IL,USA,Orb,Bright white illuminated top of craft small blinking light on bottom,Y,,
Open,2023/04,04/26/2023 22:30,Edmonton,AB,Canada,Triangle,Observed a triangular shaped craft hovering over me while at workplace night shift,,,
Open,2023/04,04/26/2023 22:30,Reidsville,NC,USA,Star,"An extremely large and bright, burning light hovering slowly in the sky that was gone shortly after.",,,
Open,2023/04,04/26/2023 21:15,Syracuse,UT,USA,Circle,I was relaxing in my hot tub with my 9 yr. Old son when we observed a round bright ball of light moving erratically close to a planet.,Y,,
Open,2023/04,04/26/2023 17:36,Memphis,TN,USA,Changing,I saw a black wavy trapezoidal-shaped object rise up from tree line north of my house and then move west.,Y,Balloon,
Open,2023/04,04/26/2023 12:00,Echo canyon,UT,USA,Cylinder,Shiny tick tack shaped object appeared out of nowhere and flew into a very small cloud and never came out.,,,
Open,2023/04,04/26/2023 10:50,New Boston,MI,USA,Cross,Small white bird shaped object barely visible.,,,
Open,2023/04,04/26/2023 00:37,Chicago,IL,USA,Circle,Floating disc over I-55,Y,,
Open,2023/04,04/25/2023 21:10,Kent,WA,USA,Unknown,"Bright green light flying in a straight line from east to west, at least 120mph.",,,
Open,2023/04,04/25/2023 13:00,Danville,CA,USA,Formation,This may sound crazy but I believe we're witnessing an to the minute invasion,,,
Open,2023/04,04/25/2023 12:00,Omaha,NE,USA,Cylinder,I saw a black pill like object moving across the sky from the south going north while looking to the west.,,,
Open,2023/04,04/25/2023 08:45,New York,NY,USA,Cylinder,"Filmed a silver, shiny vertical cylinder over the East River for ~2 minutes. The object seemed to be rotating.",Y,Balloon,
Open,2023/04,04/25/2023 05:15,Seymour,IN,USA,Unknown,5 horizontal lights side by side on single object traveling west to east at moderate speed,,,
Open,2023/04,04/25/2023 04:38,Mt. Vermon,OH,USA,Orb,I was driving forward up the hill and I saw something very bright just fall to the ground,,,
Open,2023/04,04/25/2023 04:32,Columbus,OH,USA,Light,Green lighting and moving fast it flew by pretty quick u saw it then it was gone,,,
Open,2023/04,04/25/2023 03:00,Indian Island,WA,USA,Disk,3 crafts . 1 craft shot out laser turned dark rain cloud white.,,,
Open !,2023/04,04/24/2023 21:30,Londonn,,United Kingdom,Triangle,I saw a matte black long flat pyramid that seemed to hover in the sky. I ducked under the window and when I looked up it moved away,,,
Open,2023/04,04/24/2023 20:23,Belvidere,IL,USA,Triangle,"Saw aircraft hovering in the sky with white lights on corners, close to ground, slate colored, silent.",,,
Open,2023/04,04/24/2023 14:32,San Jose,CA,USA,Unknown,I saw something white that looked like it was small and bulbous. It looked bigger than a human.,Y,,
Open,2023/04,04/24/2023 11:20,Sioux Falls,SD,USA,Sphere,"We saw multiple flying objects moving in a synchronized way back and forth, staying still, and moving at incredible speed out of sight.",Y,,
Open,2023/04,04/23/2023 23:43,St. George Island,FL,USA,Orb,Flashing light begins to move quickly in erratic motion,Y,,
Open,2023/04,04/23/2023 23:28,Waukesha,WI,USA,Circle,Dropped out from clouds,Y,Moon,
Open,2023/04,04/23/2023 22:19,Sunny Isles Beach,FL,USA,Light,2 dots spiraling and one closely following it then shot across the sky,Y,,
Open,2023/04,04/23/2023 18:04,Gainesville,FL,USA,Sphere,"Recorded three small, grey, metallic, spherically shaped objects flying together half a mile away from my apartment",Y,Balloon?,
Open,2023/04,04/23/2023 18:00,Exeter,Devon,United Kingdom,Disk,Photo sunset . 2 images one with ufo one without,Y,Planet/Star,
Open,2023/04,04/23/2023 14:30,Goleta/Santa Barbara,CA,USA,Triangle,Multiple sightings of a triangle with still lights flying by low and at fast rate of speed and a boomerang type of craft with no lights,,,
Open,2023/04,04/23/2023 14:30,Lake Havasu City,AZ,USA,Orb,Spotted very bright object not moving north of the city. Object pulsated in cycles.,,,
Open,2023/04,04/23/2023 11:35,Calgary,AB,Canada,Triangle,"3 moving in sky, was small and was formed as a triangle. Within seconds all 3 separated from one another and zipped through sky.",,,
Open,2023/04,04/23/2023 04:14,Woodcliff lake,NJ,USA,Disk,A shadow above the clouds disappears,,,
Open,2023/04,04/23/2023 03:08,Wigan,,United Kingdom,Orb,Looking through cctv footage,Y,Insect?,
Open,2023/04,04/23/2023 02:00,Ramona,CA,USA,Unknown,Multiple extremely bright strobe lights that were being directed,,,
Open,2023/04,04/22/2023 23:01,St George,NB,Canada,Orb,I seen this green orb or glowing sphere materialize in green night sky at about 2000ft,,,
Open,2023/04,04/22/2023 22:53,Huntsville,AL,USA,Orb,"What appeared to me at the time a airplane ascending, however in mid ascension the craft stopped and hovered",Y,,
Open,2023/04,04/22/2023 22:30,Riverton,UT,USA,Formation,"3 large lights above the clouds, that did not move for 5 mins",,,
Open,2023/04,04/22/2023 22:00,Upland,CA,USA,Triangle,"3 circles, in a triangle formation",Y,,
Open,2023/04,04/22/2023 21:17,Sharm el-Sheikh Al Nabaq,North Sinai Governorate,Egypt,Triangle,3 lights in the sky,Y,,
Open,2023/04,04/22/2023 20:41,Clearwater,FL,USA,Orb,"9 Fire Orbs rose above tree line traveled West to East over Pinellas County, then disappeared.",,,
Open,2023/04,04/22/2023 19:49,Maryville,TN,USA,Sphere,I recorded a minute 17 seconds of this object. I saw the object for 30 seconds before I could get my video started.,Y,,
Open,2023/04,04/22/2023 19:00,Spokane Valley,WA,USA,Cylinder,Rocket-shaped object floating in place above Spokane Valley,,,
Open,2023/04,04/22/2023 17:10,Uniontown,PA,USA,Cylinder,Object viewed flying within wingspan of commercial aircraft,Y,,
Open,2023/04,04/22/2023 02:50,Franklin,GA,USA,Circle,Above my house hovering sending out orbs probes my nigh vision sneaks them out before hidden haze they use,Y,Unexplained,
Open,2023/04,04/22/2023 02:34,seneca,IL,USA,Formation,Large bright object over the corn field,Y,,
Open,2023/04,04/22/2023 02:30,Franklin,GA,USA,Circle,A few craft one craft was about to use his hidden feature,Y,Unexplained,
Open,2023/04,04/22/2023 00:07,Austin,TX,USA,Orb,Small line of orbs. If I held a ruler out it would have been about 1 inch long.,,Starlink?,
Open !,2023/04,04/21/2023 22:00,Los Angeles,CA,USA,Flash,"UAP light show in Venice, CA",Y,,
Open,2023/04,04/21/2023 21:50,Provo,UT,USA,Triangle,A triangular object viewed from my backyard during a cloudy night.,,,
Open !,2023/04,04/21/2023 21:25,Granbury,TX,USA,Oval,We were walking ABS suddenly saw 3 things in the sky,Y,Chinese Lantern,
Open,2023/04,04/21/2023 21:20,Altoona,PA,USA,Diamond,"Heard what sounded similar to a turbo diesel engine but we knew that it wasn't that. We all began to investigate the sound,",,,
